"NAME","Weight","WeightClass","REACH","SLPM","SAPM","STRA","STRD","TD","TDA","TDD","SUBA"
"Sijara Eubanks",135,"bantamweight",67,4.52,3.69,0.43,0.57,1.88,0.46,0.65,0.4
"Billy Evangelista",155,"lightweight",68,4.51,3.96,0.4,0.61,1.6,0.19,0.61,0.2
"Rashad Evans",205,"lightheavyweight",75,2.14,2.42,0.37,0.63,2.98,0.44,0.73,0
"Doug Evans",155,"lightweight",72,1.79,2.55,0.35,0.55,3.19,0.83,0.69,0.6
"Ashlee Evans-Smith",135,"bantamweight",67,4.54,4.69,0.34,0.55,1.1,0.23,0.66,0
"Dan Evensen",250,"heavyweight",77,0.27,3.86,0.1,0.38,0,0,0,4
"Tonya Evinger",135,"bantamweight",70,1.16,4.02,0.42,0.38,0.93,0.3,0.33,0.9
"Movsar Evloev",145,"featherweight",72,4.7,2.83,0.44,0.64,2.75,0.37,0.7,0
"Andre Ewell",135,"bantamweight",75,4.42,4.25,0.41,0.52,0.29,0.66,0.7,0.1
"Neal Ewing",185,"middleweight",75,2.27,1.93,0.6,0.48,5,0.62,0,0
"Jessica Eye",125,"flyweight",66,3.76,4.01,0.37,0.55,0.45,0.4,0.57,0.5
"Edward Faaloloto",155,"lightweight",70,2.28,6.25,0.32,0.44,1.01,0.25,0.33,0
"Urijah Faber",135,"bantamweight",67,2.65,2.59,0.4,0.64,1.54,0.3,0.58,0.8
"Melinda Fabian",125,"flyweight",66,4.03,4,0.41,0.62,0,0,1,0
"Wagnney Fabiano",145,"featherweight",69,1.19,0.66,0.38,0.7,3.44,0.64,1,0.4
"Bartosz Fabinski",170,"welterweight",75,2.2,1.35,0.69,0.53,7.08,0.69,0.8,0
"Ron Faircloth",205,"lightheavyweight",76,0.39,8.9,0.4,0.42,0,0,0,0
"Jason Fairn",230,"heavyweight",77,0,0,0,0,0,0,0,0
"Zarah Fairn",145,"featherweight",72,1.98,6.61,0.45,0.39,0,0,0.5,0
"Rinat Fakhretdinov",185,"middleweight",75,0,0,0,0,0,0,0,0
"Maiquel Falcao",185,"middleweight",75,1.67,0.53,0.55,0.86,1,1,0.71,3
"Brodie Farber",170,"welterweight",73,1.69,2.17,0.45,0.53,0.9,0.5,0.2,0.9
"Joao Paulo Faria",155,"lightweight",72,6.69,2.09,0.64,0.85,1.25,0.5,0,1.2
"Kalindra Faria",125,"flyweight",67,2.23,1.44,0.56,0.45,1.31,0.66,0.2,0.7
"Chance Farrar",145,"featherweight",70,0.81,2.21,0.22,0.67,3.02,1,0,0
"Rico Farrington",170,"welterweight",79,6.33,7.2,0.41,0.51,0,0,0.2,0
"Kelly Faszholz",135,"bantamweight",69,4.01,3.61,0.48,0.52,0,0,0.44,0
"Rodney Faverus",215,"heavyweight",77,2.3,1.6,0.53,0.54,4.5,1,0.25,0
"Paul Felder",155,"lightweight",70,3.7,3.44,0.44,0.48,0.29,0.28,0.64,0.2
"Carlos Felipe",245,"heavyweight",75,4.42,4.6,0.45,0.47,0,0,0.7,0
"JP Felty",170,"welterweight",73,0,0,0,0,0,0,0,0
"Kevin Ferguson",235,"heavyweight",77,2.3,3.41,0.5,0.38,3.1,0.72,0.36,1.2
"Rhadi Ferguson",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Tony Ferguson",155,"lightweight",76,5.46,3.94,0.45,0.59,0.45,0.42,0.7,1.1
"Josh Ferguson",125,"flyweight",67,2.13,4.18,0.43,0.32,0.59,0.11,0.54,0
"CJ Fernandes",170,"welterweight",73,0,0,0,0,0,0,0,0
"Bibiano Fernandes",139,"featherweight",70,2.91,2.02,0.4,0.72,3.97,0.53,0.77,0.6
"Alexandre Ferreira",205,"lightheavyweight",76,2.57,8.14,0.6,0.42,0,0,0,0
"Cezar Ferreira",185,"middleweight",78,1.9,2.44,0.42,0.53,2.69,0.53,0.84,0.5
"Diego Ferreira",155,"lightweight",74,4.85,3.26,0.37,0.58,0.89,0.26,0.68,0.9
"Scott Ferrozzo",323,"heavyweight",77,0,0,0,0,0,0,0,0
"Timo Feucht",205,"lightheavyweight",79,0,0,0,0,0,0,0,0
"Drew Fickett",155,"lightweight",70,2.33,2.29,0.41,0.57,1.3,0.35,0.3,2.2
"Scott Fiedler",235,"heavyweight",77,0,0,0,0,0,0,0,0
"Ron Fields",200,"lightheavyweight",76,0.33,2.64,0.33,0.11,0,0,0,0
"Deiveson Figueiredo",125,"flyweight",68,3.38,3.35,0.56,0.5,1.57,0.5,0.61,2.4
"Francisco Figueiredo",135,"bantamweight",69,1.93,2.07,0.54,0.76,4,0.66,1,0
"Anthony Figueroa",135,"bantamweight",69,2.37,3.77,0.48,0.49,0,0,0.58,0
"Edwin Figueroa",135,"bantamweight",69,2.57,3.06,0.39,0.51,0.2,1,0.37,0.6
"Paulo Filho",185,"middleweight",75,1.86,1.67,0.48,0.66,2.4,0.32,0.42,1.6
"Andre Fili",145,"featherweight",74,3.73,3.9,0.36,0.52,2.5,0.49,0.64,0.2
"Mirko Filipovic",230,"heavyweight",73,2.11,1.89,0.5,0.63,0.19,0.4,0.78,0.3
"Brady Fink",183,"middleweight",75,1.69,1.69,0.41,0.61,3.63,0.25,0,3.6
"Jesse Finney",170,"welterweight",73,0,0,0,0,0,0,0,0
"Jan Finney",135,"bantamweight",69,2.16,8.75,0.28,0.42,0.77,0.11,0.25,0
"Luigi Fioravanti",170,"welterweight",70,2.23,2.21,0.42,0.69,3.76,0.63,0.67,0.9
"Manon Fiorot",125,"flyweight",67,5.8,1.86,0.53,0.79,1.64,1,1,0
"Luiz Firmino",154,"lightweight",72,1.23,1.22,0.5,0.51,3.86,0.45,0.2,0.9
"Spencer Fisher",155,"lightweight",68,3.17,3.03,0.43,0.64,0.67,0.3,0.6,0.8
"Chris Fishgold",145,"featherweight",68,2.01,2.7,0.32,0.46,2.59,0.46,0.44,1.3
"Bryanna Fissori",145,"featherweight",70,1.4,1.2,0.46,0.57,2,0.25,0.5,0
"Jon Fitch",170,"welterweight",74,2.61,1.65,0.5,0.54,3.6,0.51,0.56,0.8
"Isi Fitikefu",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Rafael Fiziev",155,"lightweight",71,4.67,4.17,0.57,0.55,0.84,0.5,1,0
"Colin Fletcher",155,"lightweight",72,3.1,2.97,0.34,0.62,0,0,0.27,0
"Jimmy Flick",125,"flyweight",68,1.99,2.3,0.58,0.5,1.81,0.5,0,7.2
"Luke Flores",155,"lightweight",73,1.56,1.88,0.44,0.6,0,0,0.4,1.2
"Ty Flores",205,"lightheavyweight",73,2,7.8,0.37,0.25,1,0.09,0,0
"Alejandro Flores",145,"featherweight",73,3.66,2.02,0.4,0.54,0,0,0,0
"Kenny Florian",145,"featherweight",74,2.41,1.85,0.4,0.63,2.22,0.33,0.6,1.3
"Bobby Flynn",170,"welterweight",73,0.38,0.77,0.25,0,0,0,0,0
"Caros Fodor",155,"lightweight",74,2.76,2.83,0.54,0.54,2.1,0.25,0.5,0
"Mal Foki",220,"heavyweight",77,2.86,14.29,0.14,0.54,0,0,0,0
"Matt Foki",220,"heavyweight",77,0,3.37,0,0.56,0,0,0,0
"AJ Fonseca",145,"featherweight",70,0,0,0,0,0,0,0,0
"Rob Font",135,"bantamweight",71,5.21,3.83,0.42,0.62,1.2,0.36,0.48,0.8
"Claudionor Fontinelle",185,"middleweight",75,2.62,10.25,0.42,0.28,0,0,0,0
"Jesse Forbes",185,"middleweight",75,2.11,4.06,0.24,0.53,1.79,0.75,0.66,1.2
"Sterling Ford",155,"lightweight",72,0,0,0,0,0,0,0,0
"Codale Ford",170,"welterweight",73,0,0,0,0,0,0,0,0
"Jussier Formiga",125,"flyweight",67,1.42,2.34,0.39,0.64,1.82,0.35,0.87,0.6
"Renee Forte",155,"lightweight",71,2.08,2.12,0.32,0.63,2.32,0.58,0.66,0
"Marcel Fortuna",205,"lightheavyweight",74,3.83,4.52,0.46,0.64,0.45,0.08,0.75,0.5
"Brian Foster",170,"welterweight",71,3.3,1.63,0.39,0.65,3.67,0.6,0.37,1.8
"Xavier Foupa-Pokam",185,"middleweight",75,1.47,2.5,0.43,0.49,0,0,0.16,0
"Mason Fowler",170,"welterweight",73,0,0,0,0,0,0,0,0
"Brandon Foxworth",145,"featherweight",70,1.33,4.59,0.32,0.5,0,0,0,0
"Hermes Franca",155,"lightweight",71,1.78,2.85,0.39,0.55,1.53,0.36,0.37,2.4
"Glaico Franca Moreira",155,"lightweight",77,2.35,3.46,0.42,0.47,2.68,0.42,0.76,0.3
"Francisco France",205,"lightheavyweight",76,0.54,3.51,0.33,0.27,0,0,0,6.1
"John Franchi",145,"featherweight",67,1.83,2.59,0.48,0.48,2.68,0.8,0.4,0.3
"Rich Franklin",185,"middleweight",76,4.1,2.07,0.44,0.62,1.31,0.66,0.63,0.7
"Zoila Frausto",135,"bantamweight",69,0.77,1.64,0.31,0.53,0,0,0.57,0
"Stephanie Frausto",115,"strawweight",61,1.43,3.57,0.21,0.6,0,0,0,0
"Zane Frazier",250,"heavyweight",77,0,0,0,0,0,0,0,0
"Gary Frazier",245,"heavyweight",77,1.5,2.77,0.39,0.46,0,0,1,0
"Justin Frazier",265,"heavyweight",75,1.11,6.11,0.66,0.04,0,0,0,0
"Ian Freeman",225,"heavyweight",77,2.54,3.11,0.48,0.44,1.44,0.4,0.8,0.7
"Jason Freeman",225,"heavyweight",77,0,0,0,0,0,0,0,0
"Willamy Freire",155,"lightweight",72,1.53,0.93,0.37,0.62,0.5,1,0.73,0
"Patricio Freire",145,"featherweight",65,2.84,4.43,0.41,0.6,0.6,0.18,0.94,0.6
"Patricky Freire",155,"lightweight",71,3.06,3.34,0.44,0.69,1.26,0.33,1,0
"Jeremy  Freitag",205,"lightheavyweight",76,0,8.37,0,0.19,0,0,0.33,1.9
"Rafael Freitas",205,"lightheavyweight",76,2,8,0.29,0.51,11.25,0.5,0,0
"Donavon Frelow",135,"bantamweight",69,2.4,3.2,0.27,0.52,1,1,0.26,0
"Clay French",161,"welterweight",73,1.52,1.27,0.5,0.16,0,0,1,0
"Mike French",145,"featherweight",70,0.23,2.17,0.23,0.42,0,0,0.22,1
"Matt Frevola",155,"lightweight",71,2.73,3.44,0.37,0.58,2.59,0.37,0.4,1.1
"Jinh Yu Frey",115,"strawweight",65,1.9,4.05,0.48,0.42,0.55,0.25,0.83,0
"Artem Frolov",185,"middleweight",75,0,0,0,0,0,0,0,0
"Sarah Frota",125,"flyweight",69,4.52,2.57,0.52,0.55,0,0,0.53,0
"Don Frye",219,"heavyweight",77,2.87,3.57,0.64,0.37,0.91,0.57,0.45,0.7
"Tony Fryklund",185,"middleweight",75,3.49,6.5,0.39,0.43,0,0,0.66,0.5
"Jesse Fujarczyk",225,"heavyweight",77,1.03,4.91,0.33,0.38,0,0,0.25,0
"Katsuhisa Fujii",205,"lightheavyweight",76,4,4.43,0.5,0.64,2.14,0.25,0.5,2.1
"Megumi Fujii",113,"strawweight",64,2.4,0,0.42,1,0,0,0,12
"Kazuyuki Fujita",235,"heavyweight",77,1.05,1.99,0.49,0.52,2.78,0.36,0.85,0.6
"Keisuke Fujiwara",139,"featherweight",70,0.73,1.2,0.44,0.47,0,0,0.23,2.5
"Riki Fukuda",185,"middleweight",73,4.24,3.71,0.43,0.64,2.17,0.43,0.7,0
"Masio Fullen",145,"featherweight",70,2.46,3.5,0.32,0.54,0.47,0.33,0.69,0
"Travis Fulton",240,"heavyweight",77,0,0,0,0,0,0,0,0
"Masakatsu Funaki",185,"middleweight",75,1.82,2.92,0.68,0.35,0,0,0,5.5
"Ricardo Funch",170,"welterweight",74,2.61,3.57,0.65,0.4,1.24,0.18,0.6,0
"Katsuaki Furuki",168,"welterweight",73,0.27,2.67,0.1,0.39,0,0,0,3
"James Gabert",178,"middleweight",75,0,0,0,0,0,0,0,0
"Gustavo Gabriel",125,"flyweight",67,4.06,4.26,0.65,0.46,0,0,0.5,0
"Claudia Gadelha",115,"strawweight",63,3.31,4.57,0.41,0.57,3.03,0.42,0.58,0.7
"Alavutdin Gadjiev",185,"middleweight",75,0.99,0.99,0.27,0.57,0,0,0.5,0
"Justin Gaethje",155,"lightweight",70,7.46,7.99,0.59,0.55,0,0,0.69,0
"Sheila Gaff",135,"bantamweight",69,1.6,2.89,0.5,0.28,0,0,0.2,0
"Muin Gafurov",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Mitch Gagnon",135,"bantamweight",65,2.76,2.21,0.46,0.61,1.16,0.25,0.65,1.9
"Brandon Gaines",185,"middleweight",75,0,0,0,0,0,0,0,0
"Travis Galbraith",170,"welterweight",73,2.21,3.45,0.4,0.48,1.33,0.25,0,1.3
"Dave Galera",135,"bantamweight",69,1.67,0.53,0.69,0.33,0,0,0.14,2
"Zelg Galesic",185,"middleweight",75,4.86,0.61,0.62,0.66,1.3,1,0.2,1.3
"Mickey Gall",170,"welterweight",74,2.55,3.65,0.46,0.42,1.15,0.26,0.4,2.1
"Daniel Gallemore",265,"heavyweight",77,3.1,6,0.41,0.52,0,0,0,0
"Tom Gallicchio",170,"welterweight",73,3.53,7.07,0.26,0.43,1,0.11,0,0
"Turrell Galloway",145,"featherweight",70,0,0,0,0,0,0,0,0
"Eric Galvan",155,"lightweight",72,0,0,0,0,0,0,0,0
"Andre Galvao",168,"welterweight",73,2.34,1.56,0.52,0.58,2.02,0.27,0,2.8
"Marcos Galvao",135,"bantamweight",69,1.97,3.86,0.32,0.61,2.27,0.28,0.88,1.1
"Lucas Gamaza",170,"welterweight",73,7.57,6.99,0.31,0.45,0,0,0,0
"Joey Gambino",145,"featherweight",70,2.47,2.53,0.35,0.51,0,0,0.42,0.8
"Manvel Gamburyan",135,"bantamweight",67,2.13,2.83,0.41,0.55,3.26,0.34,0.69,0.7
"Mateusz Gamrot",155,"lightweight",70,3.47,2.47,0.41,0.56,5,0.31,1,0
"Shamil Gamzatov",205,"lightheavyweight",76,4.27,2.13,0.46,0.58,0,0,0.5,0
"Ariel Gandulla",205,"lightheavyweight",76,1.95,2.07,0.23,0.72,1.88,0.66,0,0
"Ciryl Gane",245,"heavyweight",81,5.04,1.85,0.55,0.69,1.13,0.26,1,0.5
"Sean Gannon",265,"heavyweight",77,0,6.38,0,0.28,0,0,0.5,0
"Eduardo Garagorri",145,"featherweight",70,3.42,2.36,0.51,0.58,0.48,1,0.61,0
"Cody Garbrandt",135,"bantamweight",65,3.35,3.33,0.37,0.65,0.84,0.33,1,0
"Leonard Garcia",145,"featherweight",68,2.77,4.79,0.24,0.52,0.3,0.26,0.42,0.5
"Edgar Garcia",170,"welterweight",71,3.16,4.23,0.29,0.6,2.21,0.57,0.5,0.6
"Alejandro Garcia",145,"featherweight",70,1.22,1.14,0.62,0.65,8.55,0.87,0.66,0
"Alex Garcia",170,"welterweight",72,1.81,3.03,0.31,0.59,3.72,0.52,0.66,0.1
"Nick Garcia",125,"flyweight",67,0.67,3.03,0.25,0.5,0,0,0.83,5.1
"Steve Garcia",155,"lightweight",75,4.31,2.52,0.55,0.36,0.61,0.25,1,0.6
"Elias Garcia",125,"flyweight",67,1.59,5.05,0.27,0.5,0.68,0.14,0.33,1.4
"Rulon Gardner",265,"heavyweight",77,2.05,1.45,0.25,0.6,0.75,1,1,0
"David Gardner",155,"lightweight",72,0.17,0.34,1,0,0,0,0.66,0
"Pablo Garza",145,"featherweight",73,3.37,2.7,0.44,0.5,0.94,0.25,0.15,1.3
"Azamat Gashimov",125,"flyweight",67,1.24,4.75,0.21,0.53,1.69,0.25,0,0
"Brian Gassaway",170,"welterweight",73,0.34,3.65,0.26,0.44,0,0,0.42,0
"Kelvin Gastelum",185,"middleweight",71,3.64,2.92,0.43,0.59,1.22,0.39,0.64,0.1
"Willie Gates",125,"flyweight",72,1.8,4.28,0.38,0.38,0,0,0.67,0.4
"Melissa Gatto",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Louis Gaudinot",125,"flyweight",63,2.34,6.42,0.37,0.48,0.57,0.4,0.31,1.1
"Charlene Gellner",125,"flyweight",67,2.01,3.24,0.42,0.43,0,0,0,1.7
"Chad George",135,"bantamweight",68,1.26,1.11,0.5,0.65,3.08,0.46,0,1.3
"Paul Georgieff",170,"welterweight",73,2.55,2.34,0.4,0.35,0,0,0,0
"Brian Geraghty",155,"lightweight",72,0.47,9.77,0.25,0.36,0,0,0.5,0
"Derek Getzel",155,"lightweight",72,0,0,0,0,0,0,0,0
"Karine Gevorgyan",125,"flyweight",63,1.2,1.8,0.2,0.76,0,0,0,0
"Darrel Gholar",194,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Tiki Ghosn",170,"welterweight",73,2.78,2.94,0.46,0.58,0.41,0.5,0.61,0
"Christos Giagos",155,"lightweight",71,2.88,2.59,0.41,0.51,3.11,0.39,0.5,0.3
"Joe Giannetti",155,"lightweight",74,1.93,2.8,0.38,0.4,1,0.16,0,0
"Nick Gibbons",155,"lightweight",72,0,0,0,0,0,0,0,0
"James Giboo",170,"welterweight",73,1.2,7.08,0.27,0.39,0,0,0,0
"Lance Gibson",185,"middleweight",75,1.21,6.44,0.75,0.2,0,0,0,0
"Lee Gibson",155,"lightweight",72,0,0,0,0,0,0,0,0
"Cody Gibson",135,"bantamweight",71,2.47,2.54,0.31,0.63,1.85,0.38,0.58,0.4
"Chase Gibson",155,"lightweight",72,3.13,6.4,0.54,0.52,0,0,0,0
"Kenny Giddens",155,"lightweight",72,0,0,0,0,0,0,0,0
"Thomas Gifford",155,"lightweight",75,3.97,6.45,0.37,0.37,0.5,0.33,0.33,0
"Joseph Gigliotti",185,"middleweight",75,1.04,2.92,0.39,0.45,1.56,1,0.5,0.8
"Joey Gilbert",155,"lightweight",72,0.61,4.44,0.42,0.31,0,0,0,0
"Trevin Giles",185,"middleweight",74,3.57,1.83,0.57,0.64,1.45,0.87,0.8,0.2
"Kultar Gill",154,"lightweight",72,1.14,0.4,0.5,0.41,1.71,0.66,0.38,0
"Jesse Gillespie",185,"middleweight",75,0,0,0,0,0,0,0,0
"Gregor Gillespie",155,"lightweight",71,3.58,2.14,0.49,0.6,7.02,0.47,0,0.9
"Jason Gilliam",170,"welterweight",73,0.79,3.14,0.33,0.42,0,0,0,0
"Alex Gilpin",145,"featherweight",70,6.8,12.29,0.54,0.42,2.17,0.25,0,2.2
"Bob Gilstrap",200,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Demetrius Gioulacos",185,"middleweight",75,0,0,0,0,0,0,0,0
"Billy Giovanella",125,"flyweight",67,1.27,2.02,0.4,0.52,0.87,0.12,1,1.7
"Israel Giron",155,"lightweight",72,0,0,0,0,0,0,0,0
"Brandon Girtz",155,"lightweight",72,2.5,1.92,0.6,0.47,5.76,1,1,0
"Jason Glaza",230,"heavyweight",77,4.34,0.43,0.54,0.4,4.34,1,0,4.3
"Mike Glenn",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Rick Glenn",145,"featherweight",70,4.31,4.29,0.42,0.53,0.67,0.13,0.66,0.3
"Mark Godbeer",240,"heavyweight",77,3.97,3.3,0.53,0.54,0,0,0.28,0
"Clint Godfrey",135,"bantamweight",69,0.57,0.96,0.31,0.65,0.85,0.25,0.5,0
"Jason Godsey",230,"heavyweight",77,0,0,0,0,0,0,0,0
"Allan Goes",205,"lightheavyweight",76,0.64,1.35,0.52,0.41,1.75,0.4,0,2.6
"Jonny Goh",155,"lightweight",72,0,0,0,0,0,0,0,0
"Hannah Goldy",125,"flyweight",61,6.53,3.9,0.46,0.55,0,0,0.66,0
"Marcelo Golm",249,"heavyweight",75,4.27,4.3,0.58,0.45,0.45,0.5,0.87,0.5
"Sergio Gomez",155,"lightweight",72,1.5,1.16,0.42,0.56,2.57,0.66,0.31,0
"Frank Gomez",135,"bantamweight",67,1.52,0.79,0.48,0.66,1.14,0.6,0.7,0.8
"Alan Gomez",155,"lightweight",72,0,0,0,0,0,0,0,0
"David Gomez",155,"lightweight",72,0,0,0,0,0,0,0,0
"Ulysses Gomez",125,"flyweight",67,2.72,3.57,0.25,0.68,0,0,0,0
"Joey Gomez",135,"bantamweight",73,2.44,4.46,0.28,0.55,0.62,1,0.5,0
"Luis Gomez",145,"featherweight",68,1.57,4.03,0.33,0.55,4.48,0.5,0.33,0
"Joey Gomez",155,"lightweight",71,3.73,3.33,0.49,0.5,2,0.28,0,0
"Edson Gomez",170,"welterweight",69,2.66,8.78,0.32,0.45,0,0,0,0
"Silvana Gomez Juarez",125,"flyweight",67,0,0,0,0,0,0,0,0
"Takanori Gomi",155,"lightweight",70,3.81,3.52,0.41,0.6,1.23,0.65,0.63,0.8
"Akihiro Gono",170,"welterweight",68,2.18,2.67,0.48,0.63,1.01,0.84,0.46,0.5
"Gabriel Gonzaga",242,"heavyweight",76,2.12,2.94,0.45,0.57,2.8,0.39,0.66,1.1
"Justin Gonzales",145,"featherweight",72,6.67,0.87,0.8,0.43,14,0.73,1,0
"Fernando Gonzalez",170,"welterweight",68,4.47,4.03,0.47,0.65,0.86,0.33,0.43,1.4
"Nick Gonzalez",155,"lightweight",72,0.59,2.35,0.2,0.33,0,0,0.5,0
"Fabian Gonzalez",135,"bantamweight",69,3.9,4.39,0.48,0.51,0,0,0.66,0
"Lewis Gonzalez",170,"welterweight",73,1.4,1.87,0.37,0.41,2,0.33,0.62,0
"Jason Gonzalez",155,"lightweight",74,3.06,3.13,0.39,0.58,0,0,0.3,1
"Pearl Gonzalez",115,"strawweight",64,2.23,4.07,0.37,0.57,1.04,0.11,0,0.5
"Jorge Gonzalez",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Mikey Gonzalez",155,"lightweight",74,0.91,14.55,0.16,0.11,0,0,0,0
"Kier Gooch",155,"lightweight",72,0,0,0,0,0,0,0,0
"Lyman Good",170,"welterweight",74,5.34,4.01,0.48,0.63,0.27,1,0.75,0
"Jared Gooden",170,"welterweight",77,6.67,11.2,0.47,0.49,1,1,1,0
"Gary Goodridge",249,"heavyweight",77,1.84,2.14,0.56,0.48,0.4,1,0.53,0.8
"Jordan Goodwin",155,"lightweight",72,0,0,0,0,0,0,0,0
"Gerard Gordeau",216,"heavyweight",77,0,0,0,0,0,0,0,0
"Eddie Gordon",185,"middleweight",76,2.03,2.57,0.32,0.6,1.93,0.83,0.63,0
"Jared Gordon",145,"featherweight",68,5.54,3.22,0.56,0.6,2.81,0.39,0.55,0
"Tebaris Gordon",265,"heavyweight",77,3.53,49.41,0.16,0.22,0,0,0,0
"Malcolm Gordon",125,"flyweight",71,0.55,3.87,0.13,0.54,0,0,0,0
"Alex Gorgees",155,"lightweight",74,0.67,2.27,0.32,0.38,0,0,0.54,0
"Tim Gorman",135,"bantamweight",69,2.73,5.57,0.31,0.46,1,0.09,0.33,0
"Chase Gormley",265,"heavyweight",77,3.6,6.03,0.42,0.44,3.12,0.42,0,1
"Jonathan Goulet",170,"welterweight",73,1.61,2.01,0.41,0.46,4.17,0.7,0.45,0.6
"Thibault Gouti",155,"lightweight",72,3.68,5.64,0.34,0.5,1.23,0.8,0.83,0.3
"Wilson Gouveia",185,"middleweight",76,3.02,4.06,0.39,0.56,0.9,0.66,0.57,2.2
"Todd Gouwenberg",205,"lightheavyweight",76,0.52,2.93,0.23,0.42,1.57,0.33,0.5,0
"Justin Governale",145,"featherweight",70,0,0,0,0,0,0,0,0
"Damian Grabowski",241,"heavyweight",75,4,7.65,0.36,0.51,0,0,0,0
"Royce Gracie",175,"middleweight",75,0.88,1.13,0.41,0.37,0,0,0.66,0.8
"Crosley Gracie",190,"lightheavyweight",76,1.69,1.54,0.37,0.6,3.46,0.85,0.5,0.6
"Daniel Gracie",225,"heavyweight",77,1.9,1.33,0.38,0.59,0.36,1,0.8,2.1
"Ralph Gracie",183,"middleweight",75,0.86,1.72,0.37,0.31,0,0,0.25,4
"Renzo Gracie",185,"middleweight",75,1.71,1.67,0.41,0.55,1.13,0.2,0.4,0.8
"Rickson Gracie",185,"middleweight",75,0,0,0,0,0,0,0,0
"Rodrigo Gracie",183,"middleweight",75,1.34,0.86,0.51,0.46,1.49,0.5,0.75,0.4
"Royler Gracie",150,"lightweight",72,0,0,0,0,0,0,0,0
"Ryan Gracie",200,"lightheavyweight",76,0.82,0.5,0.61,0.4,2.83,0.75,0.25,0.9
"Ralek Gracie",210,"heavyweight",77,1.61,1.05,0.46,0.55,2.5,0.75,0,1.7
"Rolles Gracie",242,"heavyweight",77,2.3,3.38,0.32,0.55,2.3,0.1,0,0
"Cesar Gracie",181,"middleweight",75,0,17.14,0,0.5,0,0,0,0
"Roger Gracie",185,"middleweight",79,1.78,1.79,0.35,0.61,1.87,0.53,0.6,1.9
"Igor Gracie",170,"welterweight",73,1.86,0.99,0.6,0.5,3.72,0.5,0,3.7
"Neiman Gracie",170,"welterweight",73,0.77,0.38,1,0.75,5.77,1,0,5.8
"Kron Gracie",145,"featherweight",70,5.15,8.13,0.41,0.53,0.88,0.25,0,0.9
"Steven Graham",290,"heavyweight",77,0,0,0,0,0,0,0,0
"Scott Graham",185,"middleweight",75,0.91,2.27,0.42,0.28,0,0,0,0
"Miranda Granger",125,"flyweight",68,2.91,2.64,0.48,0.59,0,0,0.4,0
"TJ Grant",155,"lightweight",72,3.95,3.21,0.54,0.56,1.63,0.43,0.36,0.6
"Davey Grant",135,"bantamweight",69,3.67,2.32,0.48,0.63,2.59,0.47,0.66,0.2
"Dwight Grant",170,"welterweight",76,3.39,2.16,0.37,0.69,0.34,1,0.78,0
"Alexa Grasso",125,"flyweight",66,4.96,3.61,0.43,0.64,0.28,0.4,0.6,0.6
"Tony Gravely",135,"bantamweight",69,3.69,3.16,0.55,0.42,5.6,0.51,0.5,0.8
"Michael Graves",170,"welterweight",71,1.25,1.47,0.54,0.58,4.8,0.52,0.66,0.4
"Shelton Graves",255,"heavyweight",76,2.19,0.81,0.69,0.33,4.86,0.57,0,0
"James Gray",135,"bantamweight",69,2.61,18.26,0.5,0.44,0,0,0,0
"Kevin Gray",125,"flyweight",67,3.45,4.48,0.62,0.66,0,0,0,0
"Sam Greco",205,"lightheavyweight",76,2.4,1.33,0.75,0.53,0,0,0.25,1
"Bobby Green",155,"lightweight",71,5.17,3.32,0.51,0.63,1.56,0.41,0.72,0.3
"Desmond Green",155,"lightweight",73,3.7,2.51,0.46,0.69,1.62,0.5,0.75,0
"Gabe Green",170,"welterweight",73,6.57,7.23,0.46,0.49,1,1,0.57,0.5
"Maurice Greene",258,"heavyweight",80,4.12,4.37,0.44,0.45,0,0,0.28,0.6
"Matt Grice",145,"featherweight",70,4.09,2.69,0.53,0.56,2.19,0.37,0.82,0.5
"Forrest Griffin",205,"lightheavyweight",77,4.38,2.81,0.36,0.61,1.05,0.48,0.57,0.7
"Tyson Griffin",145,"featherweight",68,3.71,2.3,0.41,0.65,1.87,0.46,0.59,0.9
"Max Griffin",170,"welterweight",76,4.08,3.91,0.48,0.56,1.73,0.53,0.66,0.5
"Jordan Griffin",145,"featherweight",73,2.6,3.18,0.46,0.48,0.78,0.23,0.42,1.8
"Chad Griggs",205,"lightheavyweight",73,2.67,2.22,0.5,0.46,1.51,0.66,0.41,0
"Chuck Grigsby",205,"lightheavyweight",76,0.71,3.29,0.16,0.46,0,0,0.66,0
"Rodrigo Gripp de Sousa",205,"lightheavyweight",76,0.48,4.81,0.23,0.52,0,0,0,9.6
"Maxim Grishin",220,"heavyweight",78,2.95,2.33,0.44,0.56,0.38,0.33,0.66,0
"Josh Grispi",145,"featherweight",74,1.44,3.71,0.41,0.5,1.97,0.36,0.16,2.2
"Garrett Gross",155,"lightweight",72,2.39,1.67,0.45,0.46,0,0,0.52,0
"Kendall Grove",185,"middleweight",79,2.31,2.4,0.41,0.54,0.49,0.45,0.56,1.7
"Neil Grove",265,"heavyweight",77,0,0,0,0,0,0,1,14.3
